transaction_id,timestamp,amount,status,reason,branch_id,city
TXNDEL40000,2025-04-03 08:24:00,780.65,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40001,2025-04-01 15:00:00,2174.48,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40002,2025-04-04 18:06:00,3420.12,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40003,2025-04-06 16:49:00,4819.9,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40004,2025-04-01 04:29:00,882.39,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40005,2025-04-07 01:04:00,4037.68,FAILED,Authentication Failed,BR_DEL_04,Delhi
TXNDEL40006,2025-04-01 16:37:00,1502.23,FAILED,Network Error,BR_DEL_04,Delhi
TXNDEL40007,2025-04-01 03:26:00,4653.26,FAILED,Authentication Failed,BR_DEL_04,Delhi
TXNDEL40008,2025-04-02 08:51:00,2203.99,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40009,2025-04-02 11:03:00,2687.67,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40010,2025-04-01 14:47:00,1603.25,FAILED,Authentication Failed,BR_DEL_04,Delhi
TXNDEL40011,2025-04-03 23:02:00,1755.74,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40012,2025-04-07 04:48:00,1955.97,FAILED,Card Expired,BR_DEL_04,Delhi
TXNDEL40013,2025-04-07 11:35:00,1007.49,FAILED,Card Expired,BR_DEL_04,Delhi
TXNDEL40014,2025-04-06 06:31:00,138.22,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40015,2025-04-02 22:24:00,4967.49,FAILED,Network Error,BR_DEL_04,Delhi
TXNDEL40016,2025-04-02 07:57:00,4267.68,FAILED,Card Expired,BR_DEL_04,Delhi
TXNDEL40017,2025-04-05 14:16:00,4717.12,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40018,2025-04-05 05:59:00,4930.57,FAILED,Insufficient Funds,BR_DEL_04,Delhi
TXNDEL40019,2025-04-07 21:16:00,1457.9,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40020,2025-04-04 23:23:00,440.02,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40021,2025-04-06 06:38:00,700.53,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40022,2025-04-07 15:19:00,4783.75,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40023,2025-04-07 02:33:00,659.47,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40024,2025-04-05 18:37:00,4818.35,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40025,2025-04-01 00:51:00,868.84,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40026,2025-04-04 04:55:00,4672.41,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40027,2025-04-04 15:43:00,2026.54,FAILED,Network Error,BR_DEL_04,Delhi
TXNDEL40028,2025-04-03 23:00:00,352.05,FAILED,Card Expired,BR_DEL_04,Delhi
TXNDEL40029,2025-04-06 15:42:00,424.78,FAILED,Invalid PIN,BR_DEL_04,Delhi
TXNDEL40030,2025-04-06 05:00:00,241.19,FAILED,Network Error,BR_DEL_04,Delhi
TXNDEL40031,2025-04-07 04:08:00,1738.77,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40032,2025-04-04 02:20:00,1422.45,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40033,2025-04-06 16:00:00,1231.95,FAILED,Card Expired,BR_DEL_04,Delhi
TXNDEL40034,2025-04-07 20:03:00,4528.63,FAILED,Network Error,BR_DEL_04,Delhi
TXNDEL40035,2025-04-01 00:21:00,3919.53,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40036,2025-04-06 02:56:00,1579.01,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40037,2025-04-03 08:09:00,3623.75,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40038,2025-04-05 08:45:00,4036.29,FAILED,Network Error,BR_DEL_04,Delhi
TXNDEL40039,2025-04-02 07:34:00,4185.67,FAILED,Invalid PIN,BR_DEL_04,Delhi
TXNDEL40040,2025-04-04 09:54:00,2223.13,FAILED,Insufficient Funds,BR_DEL_04,Delhi
TXNDEL40041,2025-04-05 12:46:00,2152.63,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40042,2025-04-03 12:56:00,121.6,FAILED,Invalid PIN,BR_DEL_04,Delhi
TXNDEL40043,2025-04-01 23:37:00,2866.96,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40044,2025-04-01 20:03:00,471.19,FAILED,Insufficient Funds,BR_DEL_04,Delhi
TXNDEL40045,2025-04-06 06:01:00,3284.6,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40046,2025-04-01 03:15:00,4443.69,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40047,2025-04-07 11:40:00,202.07,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40048,2025-04-01 06:46:00,2593.45,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40049,2025-04-07 19:03:00,4777.44,FAILED,Authentication Failed,BR_DEL_04,Delhi
TXNDEL40050,2025-04-07 04:15:00,4165.22,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40051,2025-04-03 23:54:00,2556.01,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40052,2025-04-03 23:47:00,1373.1,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40053,2025-04-06 10:46:00,3534.5,FAILED,Authentication Failed,BR_DEL_04,Delhi
TXNDEL40054,2025-04-01 09:59:00,3636.77,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40055,2025-04-01 08:38:00,4595.07,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40056,2025-04-04 20:01:00,2110.79,FAILED,Network Error,BR_DEL_04,Delhi
TXNDEL40057,2025-04-03 01:24:00,1245.46,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40058,2025-04-01 11:57:00,1810.94,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40059,2025-04-07 00:37:00,2808.15,FAILED,Authentication Failed,BR_DEL_04,Delhi
TXNDEL40060,2025-04-05 00:58:00,556.71,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40061,2025-04-05 12:14:00,373.89,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40062,2025-04-05 08:00:00,2663.93,FAILED,Invalid PIN,BR_DEL_04,Delhi
TXNDEL40063,2025-04-04 13:38:00,1810.68,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40064,2025-04-07 08:49:00,2712.29,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40065,2025-04-07 19:07:00,2788.34,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40066,2025-04-05 00:11:00,1943.55,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40067,2025-04-07 16:53:00,2755.38,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40068,2025-04-07 18:32:00,2137.57,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40069,2025-04-01 04:08:00,143.35,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40070,2025-04-03 17:06:00,2355.14,FAILED,Card Expired,BR_DEL_04,Delhi
TXNDEL40071,2025-04-01 08:34:00,4942.92,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40072,2025-04-06 06:59:00,1067.47,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40073,2025-04-05 13:51:00,4702.35,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40074,2025-04-05 10:45:00,2899.0,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40075,2025-04-06 20:12:00,3724.11,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40076,2025-04-04 23:49:00,1770.49,FAILED,Card Expired,BR_DEL_04,Delhi
TXNDEL40077,2025-04-06 14:54:00,1209.64,FAILED,Account Closed,BR_DEL_04,Delhi
TXNDEL40078,2025-04-01 08:00:00,1629.95,SUCCESS,,BR_DEL_04,Delhi
TXNDEL40079,2025-04-02 00:56:00,1222.91,SUCCESS,,BR_DEL_04,Delhi
