transaction_id,timestamp,amount,status,reason,branch_id,city
TXNBAN10000,2025-04-03 15:59:00,1588.82,FAILED,Network Error,BR_BAN_01,Bangalore
TXNBAN10001,2025-04-04 12:35:00,4789.79,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10002,2025-04-04 22:58:00,166.75,FAILED,Insufficient Funds,BR_BAN_01,Bangalore
TXNBAN10003,2025-04-03 00:00:00,2932.34,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10004,2025-04-05 19:01:00,3604.04,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10005,2025-04-07 21:23:00,3318.22,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10006,2025-04-07 07:13:00,1749.31,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10007,2025-04-01 15:37:00,3710.17,FAILED,Insufficient Funds,BR_BAN_01,Bangalore
TXNBAN10008,2025-04-01 23:12:00,1756.29,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10009,2025-04-05 14:52:00,2553.91,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10010,2025-04-05 19:36:00,4302.01,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10011,2025-04-06 03:49:00,3161.84,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10012,2025-04-07 05:38:00,2291.86,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10013,2025-04-03 15:40:00,983.97,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10014,2025-04-03 04:58:00,359.21,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10015,2025-04-03 03:37:00,220.61,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10016,2025-04-06 06:15:00,3163.38,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10017,2025-04-02 00:17:00,3856.19,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10018,2025-04-06 19:00:00,1756.95,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10019,2025-04-01 02:16:00,1298.81,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10020,2025-04-02 12:02:00,936.64,FAILED,Insufficient Funds,BR_BAN_01,Bangalore
TXNBAN10021,2025-04-06 17:00:00,4021.12,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10022,2025-04-06 09:40:00,2012.55,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10023,2025-04-02 02:42:00,4897.53,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10024,2025-04-03 06:59:00,3000.83,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10025,2025-04-05 12:00:00,300.66,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10026,2025-04-05 00:15:00,3670.68,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10027,2025-04-02 23:10:00,3317.97,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10028,2025-04-01 04:11:00,4096.1,FAILED,Insufficient Funds,BR_BAN_01,Bangalore
TXNBAN10029,2025-04-06 14:30:00,3344.89,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10030,2025-04-06 06:13:00,4816.66,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10031,2025-04-07 12:49:00,229.12,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10032,2025-04-06 07:56:00,2505.68,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10033,2025-04-04 23:41:00,4257.03,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10034,2025-04-03 15:27:00,1202.49,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10035,2025-04-07 02:52:00,4901.46,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10036,2025-04-01 08:33:00,3769.58,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10037,2025-04-04 00:08:00,3697.44,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10038,2025-04-03 15:35:00,3539.97,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10039,2025-04-06 00:42:00,4594.36,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10040,2025-04-05 14:22:00,4357.34,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10041,2025-04-05 16:48:00,3596.46,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10042,2025-04-06 01:18:00,1619.55,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10043,2025-04-02 10:04:00,343.55,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10044,2025-04-06 22:45:00,4231.5,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10045,2025-04-01 01:24:00,3039.05,FAILED,Insufficient Funds,BR_BAN_01,Bangalore
TXNBAN10046,2025-04-07 09:44:00,229.1,FAILED,Invalid PIN,BR_BAN_01,Bangalore
TXNBAN10047,2025-04-05 03:46:00,3021.95,FAILED,Network Error,BR_BAN_01,Bangalore
TXNBAN10048,2025-04-02 14:56:00,1560.81,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10049,2025-04-06 06:03:00,3455.36,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10050,2025-04-01 17:10:00,4496.95,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10051,2025-04-07 08:28:00,738.99,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10052,2025-04-01 03:48:00,3779.36,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10053,2025-04-04 05:00:00,1367.3,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10054,2025-04-07 21:09:00,1715.27,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10055,2025-04-02 02:11:00,2263.58,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10056,2025-04-03 21:46:00,3860.16,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10057,2025-04-06 00:50:00,3059.71,FAILED,Invalid PIN,BR_BAN_01,Bangalore
TXNBAN10058,2025-04-04 18:13:00,3132.61,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10059,2025-04-03 23:24:00,3979.98,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10060,2025-04-02 23:45:00,1943.71,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10061,2025-04-05 18:06:00,2862.25,FAILED,Network Error,BR_BAN_01,Bangalore
TXNBAN10062,2025-04-01 18:24:00,2410.43,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10063,2025-04-02 14:34:00,4294.95,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10064,2025-04-05 14:19:00,267.05,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10065,2025-04-06 18:36:00,639.63,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10066,2025-04-02 08:05:00,2033.31,FAILED,Invalid PIN,BR_BAN_01,Bangalore
TXNBAN10067,2025-04-07 03:06:00,4145.73,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10068,2025-04-04 05:00:00,573.08,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10069,2025-04-04 02:27:00,2294.02,FAILED,Network Error,BR_BAN_01,Bangalore
TXNBAN10070,2025-04-02 20:37:00,1808.97,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10071,2025-04-05 04:25:00,1509.48,FAILED,Invalid PIN,BR_BAN_01,Bangalore
TXNBAN10072,2025-04-07 16:21:00,2889.2,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10073,2025-04-01 05:52:00,820.2,FAILED,Account Closed,BR_BAN_01,Bangalore
TXNBAN10074,2025-04-02 09:24:00,1854.47,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10075,2025-04-04 06:36:00,4435.95,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10076,2025-04-02 08:23:00,1957.98,FAILED,Invalid PIN,BR_BAN_01,Bangalore
TXNBAN10077,2025-04-04 12:50:00,4196.09,FAILED,Network Error,BR_BAN_01,Bangalore
TXNBAN10078,2025-04-01 05:14:00,2242.81,FAILED,Insufficient Funds,BR_BAN_01,Bangalore
TXNBAN10079,2025-04-01 10:06:00,2013.34,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10080,2025-04-03 15:23:00,928.21,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10081,2025-04-01 13:23:00,4824.86,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10082,2025-04-05 23:55:00,2608.51,FAILED,Account Closed,BR_BAN_01,Bangalore
TXNBAN10083,2025-04-01 18:19:00,4529.16,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10084,2025-04-02 21:40:00,3249.38,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10085,2025-04-03 05:32:00,4522.08,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10086,2025-04-06 13:09:00,2390.17,FAILED,Network Error,BR_BAN_01,Bangalore
TXNBAN10087,2025-04-05 19:10:00,2961.14,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10088,2025-04-04 15:06:00,692.3,FAILED,Network Error,BR_BAN_01,Bangalore
TXNBAN10089,2025-04-07 03:37:00,4856.94,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10090,2025-04-07 03:55:00,1079.53,FAILED,Insufficient Funds,BR_BAN_01,Bangalore
TXNBAN10091,2025-04-07 02:50:00,1586.93,FAILED,Card Expired,BR_BAN_01,Bangalore
TXNBAN10092,2025-04-03 21:12:00,796.06,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10093,2025-04-07 02:12:00,4652.04,FAILED,Account Closed,BR_BAN_01,Bangalore
TXNBAN10094,2025-04-01 16:47:00,356.55,SUCCESS,,BR_BAN_01,Bangalore
TXNBAN10095,2025-04-04 09:49:00,887.24,FAILED,Network Error,BR_BAN_01,Bangalore
TXNBAN10096,2025-04-06 13:06:00,3064.21,FAILED,Authentication Failed,BR_BAN_01,Bangalore
TXNBAN10097,2025-04-03 03:42:00,2571.5,SUCCESS,,BR_BAN_01,Bangalore
