transaction_id,timestamp,amount,status,reason,branch_id,city
TXNDEL20000,2025-04-06 16:32:00,4714.74,FAILED,Network Error,BR_DEL_02,Delhi
TXNDEL20001,2025-04-06 03:45:00,152.07,FAILED,Network Error,BR_DEL_02,Delhi
TXNDEL20002,2025-04-05 09:55:00,3449.5,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20003,2025-04-01 05:59:00,2549.66,FAILED,Invalid PIN,BR_DEL_02,Delhi
TXNDEL20004,2025-04-03 08:46:00,2988.68,FAILED,Insufficient Funds,BR_DEL_02,Delhi
TXNDEL20005,2025-04-03 01:53:00,124.6,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20006,2025-04-04 09:58:00,1341.25,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20007,2025-04-03 20:48:00,1113.88,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20008,2025-04-06 09:06:00,2644.65,FAILED,Account Closed,BR_DEL_02,Delhi
TXNDEL20009,2025-04-06 22:19:00,2544.01,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20010,2025-04-04 08:20:00,3455.82,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20011,2025-04-02 19:30:00,1581.25,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20012,2025-04-05 07:45:00,2570.66,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20013,2025-04-02 18:26:00,2103.33,FAILED,Account Closed,BR_DEL_02,Delhi
TXNDEL20014,2025-04-01 11:26:00,267.85,FAILED,Authentication Failed,BR_DEL_02,Delhi
TXNDEL20015,2025-04-07 11:32:00,2647.03,FAILED,Card Expired,BR_DEL_02,Delhi
TXNDEL20016,2025-04-05 14:29:00,2643.68,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20017,2025-04-06 16:12:00,4579.51,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20018,2025-04-03 19:29:00,2161.85,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20019,2025-04-07 02:06:00,1355.84,FAILED,Network Error,BR_DEL_02,Delhi
TXNDEL20020,2025-04-02 02:30:00,2235.95,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20021,2025-04-07 12:45:00,1101.29,FAILED,Card Expired,BR_DEL_02,Delhi
TXNDEL20022,2025-04-02 03:23:00,2929.08,FAILED,Card Expired,BR_DEL_02,Delhi
TXNDEL20023,2025-04-05 12:55:00,4118.97,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20024,2025-04-02 15:25:00,602.36,FAILED,Network Error,BR_DEL_02,Delhi
TXNDEL20025,2025-04-06 03:54:00,4863.3,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20026,2025-04-04 06:03:00,2202.56,FAILED,Insufficient Funds,BR_DEL_02,Delhi
TXNDEL20027,2025-04-01 08:20:00,4575.09,FAILED,Card Expired,BR_DEL_02,Delhi
TXNDEL20028,2025-04-02 22:03:00,1978.73,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20029,2025-04-04 13:23:00,365.99,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20030,2025-04-03 05:20:00,3205.72,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20031,2025-04-03 09:34:00,1314.05,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20032,2025-04-04 00:20:00,3198.51,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20033,2025-04-01 16:09:00,3165.57,FAILED,Account Closed,BR_DEL_02,Delhi
TXNDEL20034,2025-04-05 16:58:00,1693.15,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20035,2025-04-06 15:01:00,4842.26,FAILED,Card Expired,BR_DEL_02,Delhi
TXNDEL20036,2025-04-06 08:13:00,1243.22,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20037,2025-04-04 09:30:00,3874.76,FAILED,Invalid PIN,BR_DEL_02,Delhi
TXNDEL20038,2025-04-05 20:17:00,4465.86,FAILED,Network Error,BR_DEL_02,Delhi
TXNDEL20039,2025-04-06 18:59:00,2907.12,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20040,2025-04-02 05:27:00,492.91,FAILED,Account Closed,BR_DEL_02,Delhi
TXNDEL20041,2025-04-01 05:58:00,269.95,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20042,2025-04-02 21:24:00,2583.2,FAILED,Authentication Failed,BR_DEL_02,Delhi
TXNDEL20043,2025-04-02 15:23:00,583.66,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20044,2025-04-06 21:13:00,2548.24,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20045,2025-04-02 16:56:00,4355.87,FAILED,Network Error,BR_DEL_02,Delhi
TXNDEL20046,2025-04-01 07:26:00,2088.02,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20047,2025-04-05 21:16:00,4826.19,FAILED,Insufficient Funds,BR_DEL_02,Delhi
TXNDEL20048,2025-04-06 01:05:00,4990.3,SUCCESS,,BR_DEL_02,Delhi
TXNDEL20049,2025-04-04 23:57:00,903.06,SUCCESS,,BR_DEL_02,Delhi
