transaction_id,timestamp,amount,status,reason,branch_id,city
TXNMUM10000,2025-04-04 16:04:00,4781.44,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10001,2025-04-03 08:48:00,1237.27,FAILED,Account Closed,BR_MUM_01,Mumbai
TXNMUM10002,2025-04-07 06:22:00,4556.89,FAILED,Authentication Failed,BR_MUM_01,Mumbai
TXNMUM10003,2025-04-04 03:51:00,1546.32,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10004,2025-04-05 17:41:00,4887.4,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10005,2025-04-06 03:43:00,2806.56,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10006,2025-04-04 03:14:00,3483.84,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10007,2025-04-02 19:03:00,4480.44,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10008,2025-04-04 18:18:00,605.06,FAILED,Card Expired,BR_MUM_01,Mumbai
TXNMUM10009,2025-04-02 13:21:00,324.9,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10010,2025-04-02 08:17:00,1563.24,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10011,2025-04-06 16:22:00,1234.35,FAILED,Authentication Failed,BR_MUM_01,Mumbai
TXNMUM10012,2025-04-05 11:59:00,2210.06,FAILED,Authentication Failed,BR_MUM_01,Mumbai
TXNMUM10013,2025-04-02 19:46:00,2895.48,FAILED,Account Closed,BR_MUM_01,Mumbai
TXNMUM10014,2025-04-04 09:07:00,1059.3,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10015,2025-04-03 02:25:00,2464.33,FAILED,Invalid PIN,BR_MUM_01,Mumbai
TXNMUM10016,2025-04-06 09:07:00,240.67,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10017,2025-04-05 19:46:00,4128.3,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10018,2025-04-03 01:23:00,578.71,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10019,2025-04-03 21:38:00,2453.08,FAILED,Invalid PIN,BR_MUM_01,Mumbai
TXNMUM10020,2025-04-07 11:49:00,3342.76,FAILED,Account Closed,BR_MUM_01,Mumbai
TXNMUM10021,2025-04-02 11:58:00,1930.9,FAILED,Authentication Failed,BR_MUM_01,Mumbai
TXNMUM10022,2025-04-05 23:25:00,734.76,FAILED,Authentication Failed,BR_MUM_01,Mumbai
TXNMUM10023,2025-04-02 20:04:00,3076.69,FAILED,Network Error,BR_MUM_01,Mumbai
TXNMUM10024,2025-04-05 21:25:00,3885.5,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10025,2025-04-06 13:58:00,435.51,SUCCESS,,BR_MUM_01,Mumbai
TXNMUM10026,2025-04-01 21:32:00,3811.77,FAILED,Invalid PIN,BR_MUM_01,Mumbai
TXNMUM10027,2025-04-06 19:55:00,4430.94,SUCCESS,,BR_MUM_01,Mumbai
