transaction_id,timestamp,amount,status,reason,branch_id,city
TXNDEL50000,2025-04-03 03:58:00,2915.06,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50001,2025-04-03 00:28:00,3367.79,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50002,2025-04-02 11:00:00,3656.27,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50003,2025-04-03 09:21:00,2495.64,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50004,2025-04-01 04:50:00,3700.94,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50005,2025-04-05 20:23:00,2584.53,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50006,2025-04-04 15:25:00,109.12,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50007,2025-04-07 21:10:00,2668.81,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50008,2025-04-05 06:40:00,2394.46,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50009,2025-04-06 14:56:00,4973.5,FAILED,Account Closed,BR_DEL_05,Delhi
TXNDEL50010,2025-04-04 09:36:00,3954.6,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50011,2025-04-02 21:39:00,2902.66,FAILED,Insufficient Funds,BR_DEL_05,Delhi
TXNDEL50012,2025-04-04 08:05:00,1011.4,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50013,2025-04-03 09:56:00,3240.97,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50014,2025-04-01 20:44:00,3830.35,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50015,2025-04-06 16:34:00,740.03,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50016,2025-04-02 08:10:00,1685.91,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50017,2025-04-02 22:05:00,3957.31,FAILED,Network Error,BR_DEL_05,Delhi
TXNDEL50018,2025-04-04 20:17:00,2065.47,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50019,2025-04-06 17:00:00,1119.81,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50020,2025-04-04 14:54:00,2603.56,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50021,2025-04-07 05:09:00,2433.57,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50022,2025-04-03 01:22:00,2661.73,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50023,2025-04-06 12:38:00,1408.72,FAILED,Insufficient Funds,BR_DEL_05,Delhi
TXNDEL50024,2025-04-03 09:33:00,4429.9,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50025,2025-04-04 10:55:00,705.1,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50026,2025-04-05 12:18:00,2204.31,FAILED,Insufficient Funds,BR_DEL_05,Delhi
TXNDEL50027,2025-04-06 15:41:00,4407.45,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50028,2025-04-05 11:00:00,4584.11,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50029,2025-04-06 03:22:00,1067.31,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50030,2025-04-04 11:16:00,1256.3,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50031,2025-04-02 06:46:00,2009.93,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50032,2025-04-05 20:06:00,2371.25,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50033,2025-04-07 09:41:00,1009.25,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50034,2025-04-06 00:40:00,4273.2,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50035,2025-04-02 17:35:00,1671.66,FAILED,Insufficient Funds,BR_DEL_05,Delhi
TXNDEL50036,2025-04-03 06:33:00,4163.03,FAILED,Network Error,BR_DEL_05,Delhi
TXNDEL50037,2025-04-06 10:09:00,2812.05,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50038,2025-04-02 08:48:00,3169.68,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50039,2025-04-06 22:40:00,2782.63,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50040,2025-04-02 04:52:00,1975.28,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50041,2025-04-07 22:10:00,2726.18,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50042,2025-04-03 08:58:00,4506.61,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50043,2025-04-04 07:50:00,2126.94,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50044,2025-04-06 22:13:00,1640.24,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50045,2025-04-07 08:04:00,119.84,FAILED,Insufficient Funds,BR_DEL_05,Delhi
TXNDEL50046,2025-04-04 14:19:00,2562.56,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50047,2025-04-07 00:22:00,2904.24,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50048,2025-04-02 03:32:00,4786.81,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50049,2025-04-01 17:57:00,1700.88,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50050,2025-04-04 00:53:00,295.83,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50051,2025-04-07 02:27:00,3649.78,FAILED,Network Error,BR_DEL_05,Delhi
TXNDEL50052,2025-04-05 22:39:00,686.13,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50053,2025-04-03 13:01:00,3047.68,FAILED,Account Closed,BR_DEL_05,Delhi
TXNDEL50054,2025-04-06 03:06:00,235.86,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50055,2025-04-04 10:03:00,2210.98,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50056,2025-04-02 21:40:00,1542.24,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50057,2025-04-02 21:28:00,705.87,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50058,2025-04-04 15:48:00,686.43,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50059,2025-04-01 09:51:00,2112.83,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50060,2025-04-07 18:05:00,966.33,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50061,2025-04-02 06:38:00,2428.05,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50062,2025-04-01 23:03:00,2216.24,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50063,2025-04-07 15:54:00,1976.94,FAILED,Insufficient Funds,BR_DEL_05,Delhi
TXNDEL50064,2025-04-01 09:51:00,2043.45,FAILED,Account Closed,BR_DEL_05,Delhi
TXNDEL50065,2025-04-04 11:42:00,1446.75,FAILED,Insufficient Funds,BR_DEL_05,Delhi
TXNDEL50066,2025-04-01 02:24:00,4988.54,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50067,2025-04-05 00:02:00,2640.69,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50068,2025-04-06 09:59:00,293.57,FAILED,Account Closed,BR_DEL_05,Delhi
TXNDEL50069,2025-04-05 04:34:00,2043.33,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50070,2025-04-01 21:35:00,3560.61,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50071,2025-04-01 16:42:00,555.46,FAILED,Network Error,BR_DEL_05,Delhi
TXNDEL50072,2025-04-01 20:55:00,3199.71,FAILED,Account Closed,BR_DEL_05,Delhi
TXNDEL50073,2025-04-07 09:03:00,1470.01,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50074,2025-04-04 07:49:00,4001.82,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50075,2025-04-03 05:39:00,2670.02,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50076,2025-04-03 19:46:00,3964.43,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50077,2025-04-06 23:11:00,3600.14,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50078,2025-04-07 19:59:00,2131.2,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50079,2025-04-07 02:29:00,919.73,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50080,2025-04-03 18:21:00,3874.54,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50081,2025-04-06 17:24:00,1049.39,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50082,2025-04-03 16:39:00,859.58,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50083,2025-04-05 22:47:00,4719.94,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50084,2025-04-06 18:54:00,334.94,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50085,2025-04-06 05:51:00,136.71,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50086,2025-04-07 08:23:00,1490.7,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50087,2025-04-05 23:46:00,2268.92,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50088,2025-04-03 23:34:00,3844.38,FAILED,Network Error,BR_DEL_05,Delhi
TXNDEL50089,2025-04-01 20:46:00,634.3,FAILED,Authentication Failed,BR_DEL_05,Delhi
TXNDEL50090,2025-04-03 02:04:00,3894.28,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50091,2025-04-07 18:33:00,1590.13,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50092,2025-04-02 07:36:00,3121.76,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50093,2025-04-05 20:49:00,564.02,FAILED,Card Expired,BR_DEL_05,Delhi
TXNDEL50094,2025-04-06 09:28:00,4284.66,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50095,2025-04-06 02:34:00,3997.48,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50096,2025-04-02 12:28:00,1356.99,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50097,2025-04-01 15:34:00,1352.78,SUCCESS,,BR_DEL_05,Delhi
TXNDEL50098,2025-04-01 18:21:00,791.08,FAILED,Invalid PIN,BR_DEL_05,Delhi
TXNDEL50099,2025-04-04 08:55:00,4526.83,SUCCESS,,BR_DEL_05,Delhi
