transaction_id,timestamp,amount,status,reason,branch_id,city
TXNBAN30000,2025-04-06 11:07:00,4780.53,FAILED,Authentication Failed,BR_BAN_03,Bangalore
TXNBAN30001,2025-04-01 10:44:00,3013.28,FAILED,Authentication Failed,BR_BAN_03,Bangalore
TXNBAN30002,2025-04-02 05:25:00,396.77,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30003,2025-04-07 13:07:00,1399.82,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30004,2025-04-01 14:56:00,2172.41,FAILED,Network Error,BR_BAN_03,Bangalore
TXNBAN30005,2025-04-07 20:44:00,3075.44,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30006,2025-04-02 18:24:00,275.79,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30007,2025-04-03 20:55:00,2617.5,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30008,2025-04-06 23:10:00,2285.43,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30009,2025-04-01 05:42:00,350.77,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30010,2025-04-02 03:22:00,2798.49,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30011,2025-04-01 15:33:00,1837.75,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30012,2025-04-02 05:09:00,3495.9,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30013,2025-04-04 07:16:00,2565.58,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30014,2025-04-07 09:52:00,806.25,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30015,2025-04-06 20:02:00,3769.52,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30016,2025-04-02 01:06:00,760.1,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30017,2025-04-01 07:55:00,161.5,FAILED,Authentication Failed,BR_BAN_03,Bangalore
TXNBAN30018,2025-04-07 01:57:00,4786.83,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30019,2025-04-01 16:01:00,3534.81,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30020,2025-04-05 21:37:00,2891.18,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30021,2025-04-04 08:22:00,2018.22,FAILED,Authentication Failed,BR_BAN_03,Bangalore
TXNBAN30022,2025-04-02 01:41:00,3022.22,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30023,2025-04-04 04:42:00,697.4,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30024,2025-04-04 11:41:00,2392.37,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30025,2025-04-06 05:55:00,2703.2,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30026,2025-04-01 15:34:00,4234.36,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30027,2025-04-05 09:29:00,836.8,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30028,2025-04-01 17:27:00,4026.47,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30029,2025-04-01 00:44:00,787.25,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30030,2025-04-03 16:35:00,675.35,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30031,2025-04-06 23:26:00,2418.68,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30032,2025-04-06 18:23:00,2663.44,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30033,2025-04-02 09:35:00,3847.56,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30034,2025-04-02 19:25:00,4080.15,FAILED,Account Closed,BR_BAN_03,Bangalore
TXNBAN30035,2025-04-01 09:08:00,4956.45,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30036,2025-04-05 01:37:00,273.84,FAILED,Account Closed,BR_BAN_03,Bangalore
TXNBAN30037,2025-04-05 21:10:00,900.12,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30038,2025-04-05 23:02:00,2697.37,FAILED,Authentication Failed,BR_BAN_03,Bangalore
TXNBAN30039,2025-04-03 08:22:00,2151.43,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30040,2025-04-06 16:21:00,2177.52,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30041,2025-04-02 09:32:00,2065.64,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30042,2025-04-07 20:59:00,1433.71,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30043,2025-04-01 17:52:00,4890.62,FAILED,Authentication Failed,BR_BAN_03,Bangalore
TXNBAN30044,2025-04-04 08:11:00,2105.62,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30045,2025-04-07 07:56:00,1953.9,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30046,2025-04-01 09:24:00,605.03,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30047,2025-04-02 05:51:00,1602.54,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30048,2025-04-06 06:00:00,1363.22,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30049,2025-04-02 02:13:00,798.12,FAILED,Network Error,BR_BAN_03,Bangalore
TXNBAN30050,2025-04-04 14:30:00,4358.04,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30051,2025-04-06 03:13:00,3567.21,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30052,2025-04-05 08:23:00,1077.66,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30053,2025-04-02 03:35:00,3088.0,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30054,2025-04-04 08:34:00,970.48,FAILED,Account Closed,BR_BAN_03,Bangalore
TXNBAN30055,2025-04-06 20:51:00,2822.23,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30056,2025-04-05 01:07:00,4399.4,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30057,2025-04-05 06:17:00,376.84,FAILED,Authentication Failed,BR_BAN_03,Bangalore
TXNBAN30058,2025-04-01 00:35:00,3048.05,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30059,2025-04-02 14:46:00,337.37,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30060,2025-04-01 03:57:00,3648.55,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30061,2025-04-01 12:08:00,4340.32,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30062,2025-04-05 08:57:00,619.98,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30063,2025-04-02 06:00:00,2090.48,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30064,2025-04-06 16:44:00,4321.9,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30065,2025-04-03 12:18:00,1872.55,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30066,2025-04-01 20:11:00,3055.67,FAILED,Network Error,BR_BAN_03,Bangalore
TXNBAN30067,2025-04-05 02:58:00,150.69,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30068,2025-04-04 06:38:00,1535.87,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30069,2025-04-07 11:19:00,2378.83,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30070,2025-04-05 02:50:00,3189.47,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30071,2025-04-02 21:56:00,495.83,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30072,2025-04-06 11:24:00,912.91,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30073,2025-04-07 04:25:00,3821.58,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30074,2025-04-07 05:54:00,4969.31,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30075,2025-04-04 09:02:00,1819.72,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30076,2025-04-04 11:48:00,2025.6,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30077,2025-04-02 08:04:00,855.01,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30078,2025-04-01 11:51:00,3128.69,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30079,2025-04-06 06:38:00,616.08,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30080,2025-04-06 16:38:00,242.93,FAILED,Account Closed,BR_BAN_03,Bangalore
TXNBAN30081,2025-04-03 22:22:00,430.32,FAILED,Network Error,BR_BAN_03,Bangalore
TXNBAN30082,2025-04-01 17:35:00,4966.04,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30083,2025-04-06 09:39:00,2328.12,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30084,2025-04-01 02:26:00,3735.95,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30085,2025-04-05 04:46:00,2672.71,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30086,2025-04-01 21:52:00,2169.36,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
TXNBAN30087,2025-04-01 16:04:00,3788.56,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30088,2025-04-07 11:20:00,1165.91,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30089,2025-04-02 18:21:00,4955.83,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30090,2025-04-01 03:37:00,4880.46,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30091,2025-04-04 03:58:00,3479.7,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30092,2025-04-01 08:09:00,4450.57,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30093,2025-04-04 16:33:00,2286.0,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30094,2025-04-06 18:34:00,3843.34,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30095,2025-04-03 23:38:00,4162.23,FAILED,Card Expired,BR_BAN_03,Bangalore
TXNBAN30096,2025-04-07 01:41:00,1958.96,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30097,2025-04-06 17:54:00,3765.52,FAILED,Invalid PIN,BR_BAN_03,Bangalore
TXNBAN30098,2025-04-07 17:38:00,2299.83,SUCCESS,,BR_BAN_03,Bangalore
TXNBAN30099,2025-04-04 02:28:00,2991.81,FAILED,Insufficient Funds,BR_BAN_03,Bangalore
