transaction_id,timestamp,amount,status,reason,branch_id,city
TXNMUM20000,2025-04-03 20:42:00,779.23,FAILED,Insufficient Funds,BR_MUM_02,Mumbai
TXNMUM20001,2025-04-03 14:31:00,260.54,FAILED,Card Expired,BR_MUM_02,Mumbai
TXNMUM20002,2025-04-07 02:28:00,1363.92,SUCCESS,,BR_MUM_02,Mumbai
TXNMUM20003,2025-04-01 11:48:00,4829.57,FAILED,Invalid PIN,BR_MUM_02,Mumbai
TXNMUM20004,2025-04-04 12:18:00,490.99,FAILED,Insufficient Funds,BR_MUM_02,Mumbai
TXNMUM20005,2025-04-02 15:40:00,4042.02,FAILED,Card Expired,BR_MUM_02,Mumbai
TXNMUM20006,2025-04-01 11:31:00,1022.47,FAILED,Invalid PIN,BR_MUM_02,Mumbai
TXNMUM20007,2025-04-06 11:12:00,2137.93,FAILED,Insufficient Funds,BR_MUM_02,Mumbai
TXNMUM20008,2025-04-02 15:59:00,3288.74,FAILED,Insufficient Funds,BR_MUM_02,Mumbai
TXNMUM20009,2025-04-04 03:00:00,2933.25,FAILED,Network Error,BR_MUM_02,Mumbai
TXNMUM20010,2025-04-07 06:59:00,3152.96,SUCCESS,,BR_MUM_02,Mumbai
TXNMUM20011,2025-04-05 03:34:00,3669.92,FAILED,Insufficient Funds,BR_MUM_02,Mumbai
TXNMUM20012,2025-04-06 01:56:00,1971.03,FAILED,Network Error,BR_MUM_02,Mumbai
TXNMUM20013,2025-04-04 17:57:00,553.65,FAILED,Card Expired,BR_MUM_02,Mumbai
TXNMUM20014,2025-04-03 22:27:00,4585.49,SUCCESS,,BR_MUM_02,Mumbai
TXNMUM20015,2025-04-03 01:39:00,475.16,FAILED,Account Closed,BR_MUM_02,Mumbai
TXNMUM20016,2025-04-02 06:44:00,1420.79,SUCCESS,,BR_MUM_02,Mumbai
TXNMUM20017,2025-04-03 02:57:00,4538.07,SUCCESS,,BR_MUM_02,Mumbai
TXNMUM20018,2025-04-05 20:44:00,904.72,SUCCESS,,BR_MUM_02,Mumbai
TXNMUM20019,2025-04-04 17:56:00,556.84,SUCCESS,,BR_MUM_02,Mumbai
TXNMUM20020,2025-04-04 17:07:00,840.81,SUCCESS,,BR_MUM_02,Mumbai
