transaction_id,timestamp,amount,status,reason,branch_id,city
TXNMUM30000,2025-04-01 07:07:00,1855.63,FAILED,Invalid PIN,BR_MUM_03,Mumbai
TXNMUM30001,2025-04-05 22:52:00,700.24,FAILED,Authentication Failed,BR_MUM_03,Mumbai
TXNMUM30002,2025-04-03 23:04:00,2157.46,SUCCESS,,BR_MUM_03,Mumbai
TXNMUM30003,2025-04-01 07:15:00,4383.66,FAILED,Invalid PIN,BR_MUM_03,Mumbai
TXNMUM30004,2025-04-04 00:00:00,1557.89,SUCCESS,,BR_MUM_03,Mumbai
TXNMUM30005,2025-04-03 20:34:00,4580.73,FAILED,Invalid PIN,BR_MUM_03,Mumbai
TXNMUM30006,2025-04-07 21:28:00,1619.37,FAILED,Insufficient Funds,BR_MUM_03,Mumbai
TXNMUM30007,2025-04-01 20:53:00,2787.79,FAILED,Invalid PIN,BR_MUM_03,Mumbai
TXNMUM30008,2025-04-05 08:41:00,418.84,SUCCESS,,BR_MUM_03,Mumbai
TXNMUM30009,2025-04-07 10:13:00,2097.99,FAILED,Authentication Failed,BR_MUM_03,Mumbai
TXNMUM30010,2025-04-01 13:43:00,2869.78,SUCCESS,,BR_MUM_03,Mumbai
TXNMUM30011,2025-04-07 16:50:00,3561.01,FAILED,Network Error,BR_MUM_03,Mumbai
TXNMUM30012,2025-04-01 05:16:00,4793.3,SUCCESS,,BR_MUM_03,Mumbai
TXNMUM30013,2025-04-03 15:30:00,4007.46,SUCCESS,,BR_MUM_03,Mumbai
TXNMUM30014,2025-04-04 00:36:00,4612.4,FAILED,Network Error,BR_MUM_03,Mumbai
TXNMUM30015,2025-04-05 02:53:00,3473.07,SUCCESS,,BR_MUM_03,Mumbai
TXNMUM30016,2025-04-03 10:47:00,4314.38,FAILED,Insufficient Funds,BR_MUM_03,Mumbai
TXNMUM30017,2025-04-04 13:18:00,4970.55,SUCCESS,,BR_MUM_03,Mumbai
TXNMUM30018,2025-04-06 12:17:00,4376.9,SUCCESS,,BR_MUM_03,Mumbai
